respondent_id,factor_type,factor_name,factor_rank_in_answer
606,quit,Токсичная атмосфера в команде,2
606,quit,Нет амбициозных задач и проектов,3
607,quit,Токсичная атмосфера в команде,1
607,quit,Отмена удаленного / гибридного формат работы,2
607,quit,Финансовая нестабильность компании или сокращение персонала,3
608,quit,Отсутствие профессионального или технического развития,1
608,quit,Отсутствие карьерного роста (должность не меняется),2
608,quit,Нет амбициозных задач и проектов,3
609,quit,Непонятные / неэтические решения руководства,1
609,quit,Токсичная атмосфера в команде,2
609,quit,Отсутствие профессионального или технического развития,3
610,quit,Базовая зарплата не растет (каждый год),1
610,quit,Отмена удаленного / гибридного формат работы,2
610,quit,Отсутствие профессионального или технического развития,3
611,quit,Токсичная атмосфера в команде,1
611,quit,Отмена удаленного / гибридного формат работы,2
611,quit,Отсутствие профессионального или технического развития,3
612,quit,Высокая бюрократия (сложные / медленные бизнес процессы),1
612,quit,Базовая зарплата не растет (каждый год),2
612,quit,Отсутствие карьерного роста (должность не меняется),3
613,quit,Токсичная атмосфера в команде,1
613,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
613,quit,Непонятные / неэтические решения руководства,3
614,quit,Отсутствие карьерного роста (должность не меняется),1
614,quit,Нет амбициозных задач и проектов,2
614,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
615,quit,Базовая зарплата не растет (каждый год),1
615,quit,Смена руководства (компании / моего подразделения),2
615,quit,Отсутствие профессионального или технического развития,3
616,quit,Ухудшение репутации компании на рынке,1
616,quit,Финансовая нестабильность компании или сокращение персонала,2
616,quit,Непонятные / неэтические решения руководства,3
617,quit,Токсичная атмосфера в команде,1
617,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
617,quit,Отсутствие профессионального или технического развития,3
618,quit,Отсутствие профессионального или технического развития,1
618,quit,Токсичная атмосфера в команде,2
618,quit,Базовая зарплата не растет (каждый год),3
619,quit,Токсичная атмосфера в команде,1
619,quit,Отсутствие профессионального или технического развития,2
619,quit,Нет амбициозных задач и проектов,3
620,quit,Нет амбициозных задач и проектов,1
620,quit,Токсичная атмосфера в команде,2
620,quit,Отсутствие карьерного роста (должность не меняется),3
621,quit,Базовая зарплата не растет (каждый год),1
621,quit,Нет амбициозных задач и проектов,2
621,quit,Токсичная атмосфера в команде,3
622,quit,Токсичная атмосфера в команде,1
622,quit,Ухудшение репутации компании на рынке,2
622,quit,Базовая зарплата не растет (каждый год),3
623,quit,Непонятные / неэтические решения руководства,1
623,quit,Отсутствие профессионального или технического развития,2
623,quit,Базовая зарплата не растет (каждый год),3
624,quit,Базовая зарплата не растет (каждый год),1
624,quit,Отсутствие карьерного роста (должность не меняется),2
624,quit,Финансовая нестабильность компании или сокращение персонала,3
625,quit,Финансовая нестабильность компании или сокращение персонала,1
625,quit,Отсутствие карьерного роста (должность не меняется),2
625,quit,Базовая зарплата не растет (каждый год),3
626,quit,Непонятные / неэтические решения руководства,1
626,quit,Отсутствие профессионального или технического развития,2
626,quit,Отсутствие карьерного роста (должность не меняется),3
627,quit,Отмена удаленного / гибридного формат работы,1
627,quit,Отсутствие карьерного роста (должность не меняется),2
627,quit,Непонятные / неэтические решения руководства,3
628,quit,Непонятные / неэтические решения руководства,1
628,quit,Нет амбициозных задач и проектов,2
628,quit,Токсичная атмосфера в команде,3
629,quit,Финансовая нестабильность компании или сокращение персонала,1
629,quit,Непонятные / неэтические решения руководства,2
629,quit,Токсичная атмосфера в команде,3
630,quit,Базовая зарплата не растет (каждый год),1
630,quit,Токсичная атмосфера в команде,2
630,quit,Нет амбициозных задач и проектов,3
631,quit,Базовая зарплата не растет (каждый год),1
631,quit,Финансовая нестабильность компании или сокращение персонала,2
631,quit,Непонятные / неэтические решения руководства,3
632,quit,Отсутствие профессионального или технического развития,1
632,quit,Базовая зарплата не растет (каждый год),2
632,quit,Токсичная атмосфера в команде,3
633,quit,Базовая зарплата не растет (каждый год),1
633,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
633,quit,Непонятные / неэтические решения руководства,3
634,quit,Токсичная атмосфера в команде,1
634,quit,Отсутствие профессионального или технического развития,2
634,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
635,quit,Отсутствие карьерного роста (должность не меняется),1
635,quit,Отсутствие профессионального или технического развития,2
635,quit,Непонятные / неэтические решения руководства,3
636,quit,Токсичная атмосфера в команде,1
636,quit,Отмена удаленного / гибридного формат работы,2
636,quit,Базовая зарплата не растет (каждый год),3
637,quit,Базовая зарплата не растет (каждый год),1
637,quit,Отсутствие профессионального или технического развития,2
637,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
638,quit,Непонятные / неэтические решения руководства,1
638,quit,Токсичная атмосфера в команде,2
638,quit,Финансовая нестабильность компании или сокращение персонала,3
639,quit,Отсутствие карьерного роста (должность не меняется),1
639,quit,Базовая зарплата не растет (каждый год),2
639,quit,Непонятные / неэтические решения руководства,3
640,quit,Базовая зарплата не растет (каждый год),1
640,quit,Непонятные / неэтические решения руководства,2
640,quit,Токсичная атмосфера в команде,3
641,quit,Токсичная атмосфера в команде,1
641,quit,Нет амбициозных задач и проектов,2
641,quit,Отсутствие карьерного роста (должность не меняется),3
642,quit,Базовая зарплата не растет (каждый год),1
642,quit,Отсутствие карьерного роста (должность не меняется),2
642,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
643,quit,Непонятные / неэтические решения руководства,1
643,quit,Базовая зарплата не растет (каждый год),2
643,quit,Финансовая нестабильность компании или сокращение персонала,3
644,quit,Токсичная атмосфера в команде,1
644,quit,Нет амбициозных задач и проектов,2
644,quit,Базовая зарплата не растет (каждый год),3
645,quit,Непонятные / неэтические решения руководства,1
645,quit,Ухудшение репутации компании на рынке,2
645,quit,Базовая зарплата не растет (каждый год),3
646,quit,Отсутствие профессионального или технического развития,1
646,quit,Базовая зарплата не растет (каждый год),2
646,quit,Непонятные / неэтические решения руководства,3
647,quit,Базовая зарплата не растет (каждый год),1
647,quit,Токсичная атмосфера в команде,2
647,quit,Финансовая нестабильность компании или сокращение персонала,3
648,quit,Непонятные / неэтические решения руководства,1
648,quit,Финансовая нестабильность компании или сокращение персонала,2
648,quit,Отсутствие карьерного роста (должность не меняется),3
649,quit,Финансовая нестабильность компании или сокращение персонала,1
649,quit,Базовая зарплата не растет (каждый год),2
649,quit,Токсичная атмосфера в команде,3
650,quit,Отсутствие карьерного роста (должность не меняется),1
650,quit,Отсутствие профессионального или технического развития,2
650,quit,Токсичная атмосфера в команде,3
651,quit,Смена руководства (компании / моего подразделения),1
651,quit,Базовая зарплата не растет (каждый год),2
651,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
652,quit,Отмена удаленного / гибридного формат работы,1
652,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
652,quit,Непонятные / неэтические решения руководства,3
653,quit,Базовая зарплата не растет (каждый год),1
653,quit,Финансовая нестабильность компании или сокращение персонала,2
653,quit,Ухудшение репутации компании на рынке,3
654,quit,Смена руководства (компании / моего подразделения),1
654,quit,Непонятные / неэтические решения руководства,2
654,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
655,quit,Токсичная атмосфера в команде,1
655,quit,Отсутствие профессионального или технического развития,2
655,quit,Непонятные / неэтические решения руководства,3
656,quit,Базовая зарплата не растет (каждый год),1
656,quit,Финансовая нестабильность компании или сокращение персонала,2
656,quit,Отсутствие карьерного роста (должность не меняется),3
657,quit,Высокая бюрократия (сложные / медленные бизнес процессы),1
657,quit,Токсичная атмосфера в команде,2
657,quit,Отмена удаленного / гибридного формат работы,3
658,quit,Отмена удаленного / гибридного формат работы,1
658,quit,Финансовая нестабильность компании или сокращение персонала,2
658,quit,Базовая зарплата не растет (каждый год),3
659,quit,Базовая зарплата не растет (каждый год),1
659,quit,Финансовая нестабильность компании или сокращение персонала,2
659,quit,Непонятные / неэтические решения руководства,3
660,quit,Отсутствие карьерного роста (должность не меняется),1
660,quit,Токсичная атмосфера в команде,2
660,quit,Отсутствие профессионального или технического развития,3
661,quit,Отсутствие карьерного роста (должность не меняется),1
661,quit,Нет амбициозных задач и проектов,2
661,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
662,quit,Финансовая нестабильность компании или сокращение персонала,1
662,quit,Базовая зарплата не растет (каждый год),2
662,quit,Токсичная атмосфера в команде,3
663,quit,Токсичная атмосфера в команде,1
663,quit,Отсутствие карьерного роста (должность не меняется),2
663,quit,Отсутствие профессионального или технического развития,3
664,quit,Базовая зарплата не растет (каждый год),1
664,quit,Непонятные / неэтические решения руководства,2
664,quit,Финансовая нестабильность компании или сокращение персонала,3
665,quit,Отмена удаленного / гибридного формат работы,1
665,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
665,quit,Базовая зарплата не растет (каждый год),3
666,quit,Непонятные / неэтические решения руководства,1
666,quit,Базовая зарплата не растет (каждый год),2
666,quit,Финансовая нестабильность компании или сокращение персонала,3
667,quit,Финансовая нестабильность компании или сокращение персонала,1
667,quit,Непонятные / неэтические решения руководства,2
667,quit,Отсутствие профессионального или технического развития,3
668,quit,Отсутствие профессионального или технического развития,1
668,quit,Финансовая нестабильность компании или сокращение персонала,2
668,quit,Токсичная атмосфера в команде,3
669,quit,Финансовая нестабильность компании или сокращение персонала,1
669,quit,Непонятные / неэтические решения руководства,2
669,quit,Базовая зарплата не растет (каждый год),3
670,quit,Токсичная атмосфера в команде,1
670,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
670,quit,Непонятные / неэтические решения руководства,3
671,quit,Отсутствие профессионального или технического развития,1
671,quit,Базовая зарплата не растет (каждый год),2
671,quit,Финансовая нестабильность компании или сокращение персонала,3
672,quit,Базовая зарплата не растет (каждый год),1
672,quit,Отсутствие карьерного роста (должность не меняется),2
672,quit,Непонятные / неэтические решения руководства,3
673,quit,Смена руководства (компании / моего подразделения),1
673,quit,Отмена удаленного / гибридного формат работы,2
673,quit,Базовая зарплата не растет (каждый год),3
674,quit,Смена руководства (компании / моего подразделения),1
674,quit,Базовая зарплата не растет (каждый год),2
674,quit,Отмена удаленного / гибридного формат работы,3
675,quit,Базовая зарплата не растет (каждый год),1
675,quit,Отсутствие профессионального или технического развития,2
675,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
676,quit,Токсичная атмосфера в команде,1
676,quit,Отсутствие профессионального или технического развития,2
676,quit,Непонятные / неэтические решения руководства,3
677,quit,Базовая зарплата не растет (каждый год),1
677,quit,Финансовая нестабильность компании или сокращение персонала,2
677,quit,Отмена удаленного / гибридного формат работы,3
678,quit,Отмена удаленного / гибридного формат работы,1
678,quit,Непонятные / неэтические решения руководства,2
678,quit,Базовая зарплата не растет (каждый год),3
679,quit,Базовая зарплата не растет (каждый год),1
679,quit,Нет амбициозных задач и проектов,2
679,quit,Токсичная атмосфера в команде,3
680,quit,Непонятные / неэтические решения руководства,1
680,quit,Базовая зарплата не растет (каждый год),2
680,quit,Отсутствие карьерного роста (должность не меняется),3
681,quit,Токсичная атмосфера в команде,1
681,quit,Базовая зарплата не растет (каждый год),2
681,quit,Непонятные / неэтические решения руководства,3
682,quit,Базовая зарплата не растет (каждый год),1
682,quit,Смена руководства (компании / моего подразделения),2
682,quit,Отмена удаленного / гибридного формат работы,3
683,quit,Отсутствие профессионального или технического развития,1
683,quit,Токсичная атмосфера в команде,2
683,quit,Непонятные / неэтические решения руководства,3
684,quit,Токсичная атмосфера в команде,1
684,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
684,quit,Непонятные / неэтические решения руководства,3
685,quit,Отмена удаленного / гибридного формат работы,1
685,quit,Непонятные / неэтические решения руководства,2
685,quit,Финансовая нестабильность компании или сокращение персонала,3
686,quit,Отсутствие карьерного роста (должность не меняется),1
686,quit,Токсичная атмосфера в команде,2
686,quit,Отсутствие профессионального или технического развития,3
687,quit,Высокая бюрократия (сложные / медленные бизнес процессы),1
687,quit,Токсичная атмосфера в команде,2
687,quit,Отсутствие карьерного роста (должность не меняется),3
688,quit,Нет амбициозных задач и проектов,1
688,quit,Токсичная атмосфера в команде,2
688,quit,Отсутствие профессионального или технического развития,3
689,quit,Базовая зарплата не растет (каждый год),1
689,quit,Отсутствие профессионального или технического развития,2
689,quit,Отмена удаленного / гибридного формат работы,3
690,quit,Отсутствие карьерного роста (должность не меняется),1
690,quit,Токсичная атмосфера в команде,2
690,quit,Базовая зарплата не растет (каждый год),3
691,quit,Токсичная атмосфера в команде,1
691,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
691,quit,Базовая зарплата не растет (каждый год),3
692,quit,Отсутствие карьерного роста (должность не меняется),1
692,quit,Базовая зарплата не растет (каждый год),2
692,quit,Токсичная атмосфера в команде,3
693,quit,Отсутствие профессионального или технического развития,1
693,quit,Токсичная атмосфера в команде,2
693,quit,Базовая зарплата не растет (каждый год),3
694,quit,Финансовая нестабильность компании или сокращение персонала,1
694,quit,Непонятные / неэтические решения руководства,2
694,quit,Отмена удаленного / гибридного формат работы,3
695,quit,Базовая зарплата не растет (каждый год),1
695,quit,Финансовая нестабильность компании или сокращение персонала,2
695,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
696,quit,Непонятные / неэтические решения руководства,1
696,quit,Токсичная атмосфера в команде,2
696,quit,Отсутствие профессионального или технического развития,3
697,quit,Отсутствие карьерного роста (должность не меняется),1
697,quit,Финансовая нестабильность компании или сокращение персонала,2
697,quit,Непонятные / неэтические решения руководства,3
698,quit,Нет амбициозных задач и проектов,1
698,quit,Базовая зарплата не растет (каждый год),2
698,quit,Непонятные / неэтические решения руководства,3
699,quit,Базовая зарплата не растет (каждый год),1
699,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
699,quit,Токсичная атмосфера в команде,3
700,quit,Базовая зарплата не растет (каждый год),1
700,quit,Непонятные / неэтические решения руководства,2
700,quit,Финансовая нестабильность компании или сокращение персонала,3
701,quit,Отмена удаленного / гибридного формат работы,1
701,quit,Непонятные / неэтические решения руководства,2
701,quit,Токсичная атмосфера в команде,3
702,quit,Токсичная атмосфера в команде,1
702,quit,Непонятные / неэтические решения руководства,2
702,quit,Финансовая нестабильность компании или сокращение персонала,3
703,quit,Базовая зарплата не растет (каждый год),1
703,quit,Токсичная атмосфера в команде,2
703,quit,Непонятные / неэтические решения руководства,3
704,quit,Отсутствие карьерного роста (должность не меняется),1
704,quit,Токсичная атмосфера в команде,2
704,quit,Нет амбициозных задач и проектов,3
705,quit,Высокая бюрократия (сложные / медленные бизнес процессы),1
705,quit,Отсутствие карьерного роста (должность не меняется),2
705,quit,Отсутствие профессионального или технического развития,3
706,quit,Финансовая нестабильность компании или сокращение персонала,1
706,quit,Базовая зарплата не растет (каждый год),2
706,quit,Отсутствие профессионального или технического развития,3
707,quit,Токсичная атмосфера в команде,1
707,quit,Непонятные / неэтические решения руководства,2
707,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
708,quit,Непонятные / неэтические решения руководства,1
708,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
708,quit,Финансовая нестабильность компании или сокращение персонала,3
709,quit,Отмена удаленного / гибридного формат работы,1
709,quit,Токсичная атмосфера в команде,2
709,quit,Финансовая нестабильность компании или сокращение персонала,3
710,quit,Токсичная атмосфера в команде,1
710,quit,Ухудшение репутации компании на рынке,2
710,quit,Непонятные / неэтические решения руководства,3
711,quit,Токсичная атмосфера в команде,1
711,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
711,quit,Отсутствие карьерного роста (должность не меняется),3
712,quit,Токсичная атмосфера в команде,1
712,quit,Отсутствие карьерного роста (должность не меняется),2
712,quit,Базовая зарплата не растет (каждый год),3
713,quit,Базовая зарплата не растет (каждый год),1
713,quit,Токсичная атмосфера в команде,2
713,quit,Отсутствие карьерного роста (должность не меняется),3
714,quit,Базовая зарплата не растет (каждый год),1
714,quit,Отсутствие профессионального или технического развития,2
714,quit,Финансовая нестабильность компании или сокращение персонала,3
715,quit,Базовая зарплата не растет (каждый год),1
715,quit,Финансовая нестабильность компании или сокращение персонала,2
715,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
716,quit,Финансовая нестабильность компании или сокращение персонала,1
716,quit,Базовая зарплата не растет (каждый год),2
716,quit,Непонятные / неэтические решения руководства,3
717,quit,Базовая зарплата не растет (каждый год),1
717,quit,Токсичная атмосфера в команде,2
717,quit,Непонятные / неэтические решения руководства,3
718,quit,Ухудшение репутации компании на рынке,1
718,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
718,quit,Смена руководства (компании / моего подразделения),3
719,quit,Отсутствие карьерного роста (должность не меняется),1
719,quit,Непонятные / неэтические решения руководства,2
719,quit,Отмена удаленного / гибридного формат работы,3
720,quit,Отсутствие карьерного роста (должность не меняется),1
720,quit,Финансовая нестабильность компании или сокращение персонала,2
720,quit,Базовая зарплата не растет (каждый год),3
721,quit,Ухудшение репутации компании на рынке,1
721,quit,Финансовая нестабильность компании или сокращение персонала,2
721,quit,Отсутствие карьерного роста (должность не меняется),3
722,quit,Финансовая нестабильность компании или сокращение персонала,1
722,quit,Непонятные / неэтические решения руководства,2
722,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
723,quit,Нет амбициозных задач и проектов,1
723,quit,Токсичная атмосфера в команде,2
723,quit,Отсутствие профессионального или технического развития,3
724,quit,Отсутствие карьерного роста (должность не меняется),1
724,quit,Непонятные / неэтические решения руководства,2
724,quit,Токсичная атмосфера в команде,3
725,quit,Базовая зарплата не растет (каждый год),1
725,quit,Финансовая нестабильность компании или сокращение персонала,2
725,quit,Токсичная атмосфера в команде,3
726,quit,Ухудшение репутации компании на рынке,1
726,quit,Нет амбициозных задач и проектов,2
726,quit,Базовая зарплата не растет (каждый год),3
727,quit,Токсичная атмосфера в команде,1
727,quit,Отмена удаленного / гибридного формат работы,2
727,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
728,quit,Базовая зарплата не растет (каждый год),1
728,quit,Отсутствие карьерного роста (должность не меняется),2
728,quit,Отмена удаленного / гибридного формат работы,3
729,quit,Отмена удаленного / гибридного формат работы,1
729,quit,Нет амбициозных задач и проектов,2
729,quit,Непонятные / неэтические решения руководства,3
730,quit,Непонятные / неэтические решения руководства,1
730,quit,Токсичная атмосфера в команде,2
730,quit,Отсутствие профессионального или технического развития,3
731,quit,Базовая зарплата не растет (каждый год),1
731,quit,Отсутствие карьерного роста (должность не меняется),2
731,quit,Отсутствие профессионального или технического развития,3
732,quit,Базовая зарплата не растет (каждый год),1
732,quit,Токсичная атмосфера в команде,2
732,quit,Непонятные / неэтические решения руководства,3
733,quit,Базовая зарплата не растет (каждый год),1
733,quit,Финансовая нестабильность компании или сокращение персонала,2
733,quit,Ухудшение репутации компании на рынке,3
734,quit,Ухудшение репутации компании на рынке,1
734,quit,Нет амбициозных задач и проектов,2
734,quit,Отсутствие карьерного роста (должность не меняется),3
735,quit,Финансовая нестабильность компании или сокращение персонала,1
735,quit,Токсичная атмосфера в команде,2
735,quit,Отсутствие профессионального или технического развития,3
736,quit,Высокая бюрократия (сложные / медленные бизнес процессы),1
736,quit,Базовая зарплата не растет (каждый год),2
736,quit,Токсичная атмосфера в команде,3
737,quit,Высокая бюрократия (сложные / медленные бизнес процессы),1
737,quit,Отсутствие профессионального или технического развития,2
737,quit,Токсичная атмосфера в команде,3
738,quit,Базовая зарплата не растет (каждый год),1
738,quit,Отсутствие карьерного роста (должность не меняется),2
738,quit,Токсичная атмосфера в команде,3
739,quit,Отсутствие профессионального или технического развития,1
739,quit,Нет амбициозных задач и проектов,2
739,quit,Другое: Невосприятие работ перед акционерами,3
740,quit,Непонятные / неэтические решения руководства,1
740,quit,Токсичная атмосфера в команде,2
740,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
741,quit,Отсутствие профессионального или технического развития,1
741,quit,Базовая зарплата не растет (каждый год),2
741,quit,Финансовая нестабильность компании или сокращение персонала,3
742,quit,Отсутствие карьерного роста (должность не меняется),1
742,quit,Финансовая нестабильность компании или сокращение персонала,2
742,quit,Токсичная атмосфера в команде,3
743,quit,Финансовая нестабильность компании или сокращение персонала,1
743,quit,Отсутствие карьерного роста (должность не меняется),2
743,quit,Токсичная атмосфера в команде,3
744,quit,Базовая зарплата не растет (каждый год),1
744,quit,Токсичная атмосфера в команде,2
744,quit,Отмена удаленного / гибридного формат работы,3
745,quit,Токсичная атмосфера в команде,1
745,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
745,quit,Базовая зарплата не растет (каждый год),3
746,quit,Отсутствие профессионального или технического развития,1
746,quit,Отмена удаленного / гибридного формат работы,2
746,quit,Базовая зарплата не растет (каждый год),3
747,quit,Высокая бюрократия (сложные / медленные бизнес процессы),1
747,quit,Финансовая нестабильность компании или сокращение персонала,2
747,quit,Базовая зарплата не растет (каждый год),3
748,quit,Базовая зарплата не растет (каждый год),1
748,quit,Непонятные / неэтические решения руководства,2
748,quit,Отсутствие карьерного роста (должность не меняется),3
749,quit,Смена руководства (компании / моего подразделения),1
749,quit,Финансовая нестабильность компании или сокращение персонала,2
749,quit,Отсутствие профессионального или технического развития,3
750,quit,Финансовая нестабильность компании или сокращение персонала,1
750,quit,Отсутствие профессионального или технического развития,2
750,quit,Токсичная атмосфера в команде,3
751,quit,Непонятные / неэтические решения руководства,1
751,quit,Базовая зарплата не растет (каждый год),2
751,quit,Финансовая нестабильность компании или сокращение персонала,3
752,quit,Непонятные / неэтические решения руководства,1
752,quit,Токсичная атмосфера в команде,2
752,quit,Финансовая нестабильность компании или сокращение персонала,3
753,quit,Токсичная атмосфера в команде,1
753,quit,Отсутствие карьерного роста (должность не меняется),2
753,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
754,quit,Финансовая нестабильность компании или сокращение персонала,1
754,quit,Базовая зарплата не растет (каждый год),2
754,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
755,quit,Финансовая нестабильность компании или сокращение персонала,1
755,quit,Токсичная атмосфера в команде,2
755,quit,Базовая зарплата не растет (каждый год),3
756,quit,Базовая зарплата не растет (каждый год),1
756,quit,Финансовая нестабильность компании или сокращение персонала,2
756,quit,Отсутствие профессионального или технического развития,3
757,quit,Финансовая нестабильность компании или сокращение персонала,1
757,quit,Базовая зарплата не растет (каждый год),2
757,quit,Непонятные / неэтические решения руководства,3
758,quit,Отмена удаленного / гибридного формат работы,1
758,quit,Отсутствие профессионального или технического развития,2
758,quit,Базовая зарплата не растет (каждый год),3
759,quit,Базовая зарплата не растет (каждый год),1
759,quit,Финансовая нестабильность компании или сокращение персонала,2
759,quit,Непонятные / неэтические решения руководства,3
760,quit,Токсичная атмосфера в команде,1
760,quit,Отмена удаленного / гибридного формат работы,2
760,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
761,quit,Базовая зарплата не растет (каждый год),1
761,quit,Отсутствие карьерного роста (должность не меняется),2
761,quit,Токсичная атмосфера в команде,3
762,quit,Базовая зарплата не растет (каждый год),1
762,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
762,quit,Токсичная атмосфера в команде,3
763,quit,Отмена удаленного / гибридного формат работы,1
763,quit,Базовая зарплата не растет (каждый год),2
763,quit,Отсутствие карьерного роста (должность не меняется),3
